City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
158,Souillac,MU,2022-06-05 20:59:56,-20.5167,57.5167,71.98,78,75,9.22
159,Aberdeen,GB,2022-06-05 20:59:57,57.1437,-2.0981,52.48,89,75,6.91
160,Sao Filipe,CV,2022-06-05 20:59:57,14.8961,-24.4956,75.22,73,2,14.41
161,Quatre Cocos,MU,2022-06-05 20:59:58,-20.2078,57.7625,73.09,76,17,12.21
162,Belaya Gora,RU,2022-06-05 20:59:58,68.5333,146.4167,52.86,38,96,11.1
163,Torbay,CA,2022-06-05 20:59:59,47.6666,-52.7314,50.77,73,75,13.8
164,Saint Anthony,US,2022-06-05 20:59:59,45.0205,-93.218,75.81,60,99,4.0
165,Tuatapere,NZ,2022-06-05 21:00:00,-46.1333,167.6833,45.36,91,20,5.48
166,Mezen,RU,2022-06-05 21:00:00,65.8522,44.24,52.54,95,47,5.1
167,Saint-Philippe,RE,2022-06-05 21:00:01,-21.3585,55.7679,71.19,71,40,11.3
168,Fayaoue,NC,2022-06-05 21:00:01,-20.65,166.5333,75.94,73,12,10.69
169,Ribeira Grande,PT,2022-06-05 21:00:02,38.5167,-28.7,66.6,94,100,6.91
170,Mana,GF,2022-06-05 20:56:07,5.6592,-53.7767,79.39,86,64,9.08
171,Udachnyy,RU,2022-06-05 21:00:03,66.4167,112.4,49.03,58,100,6.58
172,Nuuk,GL,2022-06-05 21:00:04,64.1835,-51.7216,48.51,53,0,6.98
173,Rio Claro,BR,2022-06-05 21:00:05,-22.4114,-47.5614,66.99,67,70,2.46
174,Nenjiang,CN,2022-06-05 21:00:06,49.1833,125.2167,51.42,76,6,3.8
175,Coquimbo,CL,2022-06-05 21:00:07,-29.9533,-71.3436,63.16,53,85,2.75
176,Alice Springs,AU,2022-06-05 21:00:08,-23.7,133.8833,42.35,93,1,5.75
177,Fort Collins,US,2022-06-05 20:57:04,40.5853,-105.0844,84.42,28,95,5.99
178,Hokitika,NZ,2022-06-05 21:00:09,-42.7167,170.9667,53.67,88,100,4.59
179,Kulu,TR,2022-06-05 21:00:09,39.0951,33.0799,62.85,71,60,1.05
180,Vardo,NO,2022-06-05 21:00:10,70.3705,31.1107,44.58,87,100,13.8
181,Verkhnyaya Inta,RU,2022-06-05 21:00:11,65.9811,60.3094,45.57,51,30,10.69
182,Cayenne,GF,2022-06-05 20:58:46,4.9333,-52.3333,80.64,1,75,10.36
183,Quelimane,MZ,2022-06-05 21:01:12,-17.8786,36.8883,67.95,88,40,6.91
184,Eureka,US,2022-06-05 20:57:36,40.8021,-124.1637,68.74,74,91,10.0
185,San Rafael,AR,2022-06-05 21:00:39,-34.6177,-68.3301,58.32,37,53,6.2
186,Aleksandrovskoye,RU,2022-06-05 21:01:13,44.7142,43.0008,65.68,72,100,8.66
187,Banda Aceh,ID,2022-06-05 21:01:14,5.5577,95.3222,79.61,84,100,7.34
188,Lebu,CL,2022-06-05 21:01:14,-37.6167,-73.65,53.53,95,100,15.1
189,Dicabisagan,PH,2022-06-05 20:58:50,17.0818,122.4157,78.3,88,96,7.7
190,Port-Gentil,GA,2022-06-05 21:01:15,-0.7193,8.7815,75.16,94,20,1.14
191,Cabedelo,BR,2022-06-05 21:00:47,-6.9811,-34.8339,77.99,79,2,12.97
192,Tiangua,BR,2022-06-05 20:58:51,-3.7322,-40.9917,67.28,97,97,4.16
193,Trincomalee,LK,2022-06-05 21:01:15,8.5711,81.2335,80.42,76,100,21.23
194,Luganville,VU,2022-06-05 21:01:16,-15.5333,167.1667,80.87,75,73,12.26
195,Guerrero Negro,MX,2022-06-05 21:01:16,27.9769,-114.0611,69.48,62,8,21.43
196,Egvekinot,RU,2022-06-05 21:01:17,66.3167,-179.1667,39.81,59,96,3.96
197,Kahului,US,2022-06-05 20:59:35,20.8947,-156.47,78.84,88,45,8.99
198,Kutum,SD,2022-06-05 21:01:18,14.2,24.6667,82.72,15,97,9.89
199,Anadyr,RU,2022-06-05 21:01:18,64.75,177.4833,45.1,87,100,6.71
200,Cherskiy,RU,2022-06-05 21:01:19,68.75,161.3,39.81,60,37,14.67
201,Clyde River,CA,2022-06-05 21:01:19,70.4692,-68.5914,34.81,83,9,2.8
202,Robertsport,LR,2022-06-05 21:01:20,6.7533,-11.3686,80.11,81,100,8.79
203,Saldanha,ZA,2022-06-05 21:01:20,-33.0117,17.9442,63.45,41,2,7.27
204,Lira,UG,2022-06-05 21:01:21,2.235,32.9097,64.87,85,40,5.03
