City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
423,Laguna De Perlas,NI,84.97,12.3429,-83.6712,Hotel Best View
427,Basco,PH,84.29,20.4487,121.9702,Nathaniel's Lodge
428,Silver City,US,89.91,32.7701,-108.2803,Copper Manor Motel
430,Mahibadhoo,MV,82.72,3.7833,72.9667,Omadhoo Inn
431,Sao Jose Da Coroa Grande,BR,76.46,-8.8978,-35.1478,Crôa Mares Hotel
432,Brewster,US,78.66,41.3973,-73.6171,Heidi's Inn
439,Bontang,ID,78.58,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
440,Lazaro Cardenas,MX,85.06,17.9583,-102.2,HOTEL QUINTA ANTIGUA
446,Manggar,ID,79.92,-2.8833,108.2667,Guest Hotel
447,Muisne,EC,76.98,0.6,-80.0333,Quinta Samay
449,Nizwa,OM,84.24,22.9333,57.5333,Orient Apartments
450,Alyangula,AU,75.96,-13.8483,136.4192,Groote Eylandt Lodge
452,Male,MV,82.74,4.1748,73.5089,Hotel Octave Maldives
453,Umm Lajj,SA,88.14,25.0213,37.2685,Moon light Furnished Units
457,Marsaxlokk,MT,79.41,35.8419,14.5431,Water's Edge
458,Alofi,NU,79.29,-19.0595,-169.9187,Taloa Heights
460,Soverato,IT,75.15,38.685,16.5499,Hotel San Domenico
463,Biak,ID,75.9,-0.9131,122.8766,Penginapan Kim
464,Teluknaga,ID,80.64,-6.0989,106.6381,Kost Mewah (Mepet Sawah)
465,Bam,IR,81.99,29.106,58.357,Bam Tourist Hotel
466,Aquiraz,BR,78.89,-3.9014,-38.3911,Pousada Rua Camurupim
468,Hamilton,US,85.42,39.1834,-84.5333,Six Acres Bed & Breakfast
471,Balkanabat,TM,88.11,39.5108,54.3671,Nebitchi Hotel
472,Dubrovnik,HR,78.44,42.6481,18.0922,Hotel Dubrovnik Palace
474,Gerash,IR,81.57,27.6652,54.1371,Sa'adat House Gerash
480,Labuan,MY,80.46,5.2767,115.2417,Tiara Labuan Hotel
481,Wai,IN,77.02,17.9333,73.9,Hotel Kiran
485,Hudson,US,82.54,40.7168,-74.0663,Ramada by Wyndham Jersey City
488,Touros,BR,77.79,-5.1989,-35.4608,INN NEW HORIZON
489,Hobyo,SO,78.31,5.3505,48.5268,Iftin hotel hobyo
491,Sola,VU,80.2,-13.8833,167.55,Leumerus Bungalows
495,Russell,US,88.02,32.3502,-85.1999,Macs
496,Ciudad Bolivar,VE,79.74,8.1222,-63.5497,Hotel Edi
504,Gat,IL,80.4,31.61,34.7642,OlusHome
507,Kieta,PG,79.99,-6.2167,155.6333,Uruna Bay Retreat
511,Gunjur,GM,80.67,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
517,Daru,PG,75.61,-9.0763,143.2092,Daru Lodge
519,Savannah Bight,HN,80.76,16.45,-85.85,Villa on Dunbar Rock
524,Jabinyanah,TN,79.2,35.035,10.9081,maison belmabrouk
529,Sitio Novo Do Tocantins,BR,76.53,-5.5183,-47.4611,Imperial Hotel
530,Kathu,TH,84.74,7.9178,98.3332,Novotel Phuket Resort
531,Mucurapo,TT,83.01,10.6667,-61.5333,Courtyard by Marriott Port of Spain
533,Cumbum,IN,75.42,9.7333,77.3,Hotel Sagar Rooms
537,Corn Island,NI,83.93,12.1694,-83.0418,Big Fish Guest House
545,Manokwari,ID,77.32,-0.8667,134.0833,Swiss Belhotel Manokwari
546,Makakilo City,US,83.95,21.3469,-158.0858,Marriott's Ko Olina Beach Club
547,Zhuhai,CN,83.98,22.2769,113.5678,珠海粤财假日酒店
549,Fare,PF,79.23,-16.7,-151.0167,Maitai Lapita Village Huahine
550,Neiafu,TO,79.48,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
558,Wajid,SO,77.76,3.8093,43.2471,xamdihotelresturant114
560,Manali,IN,86.09,13.1667,80.2667,Sarathy Lodge
564,Coahuayana,MX,86.9,18.7333,-103.6833,El rranchito michuacan de ocampos
568,Salinas,US,81.99,36.6777,-121.6555,Laurel Inn & Conference Center
569,Rock Sound,BS,80.76,24.9,-76.2,Pink Corral Bay Property
570,Qandala,SO,87.03,11.472,49.8728,
573,Half Moon Bay,US,78.71,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
577,Cotonou,BJ,79.79,6.3654,2.4183,Novotel Cotonou Orisha
578,Yanam,IN,80.1,16.7333,82.2167,The Regency Hotel
580,Juruti,BR,77.99,-2.1522,-56.0922,Pousada Marupiara
582,Corinto,GR,81.41,37.9407,22.9573,Ephira Hotel
583,Mitu,CO,79.88,1.1983,-70.1733,
585,The Valley,AI,85.86,18.217,-63.0578,CeBlue Villas & Beach Resort
589,Srandakan,ID,76.48,-7.9386,110.2506,Puri Brata
593,Acarau,BR,78.08,-2.8856,-40.12,castelo pizzaria
595,Don Sak,TH,82.15,9.3168,99.6918,Sea Sun Moon Hostel
597,Shache,CN,76.71,38.4167,77.2406,Delong Hotel
601,Thinadhoo,MV,83.3,0.5333,72.9333,
604,Nicoya,CR,83.34,10.1483,-85.452,Las Cabinas Del Sueño
605,Siocon,PH,77.27,7.7061,122.1353,ABS Hotel
606,Puerto Carreno,CO,76.57,6.189,-67.4859,Casa Hotel Victoria
608,Anderson,US,83.53,34.5334,-82.6499,The Bleckley Inn
609,Garowe,SO,80.56,8.4054,48.4845,Curubo Hotel
615,Alcudia,ES,76.19,39.8532,3.1214,Zafiro Tropic
616,Arani,IN,82.92,12.6667,79.2833,KPK LODGE
620,Hollister,US,85.73,36.8525,-121.4016,Hollister Inn
624,Pirgos,GR,78.62,35.1167,25.7178,Elpida Village
625,Puerto Quijarro,BO,87.91,-17.7833,-57.7667,Hotel palance
629,Nyaunglebin,MM,75.04,17.95,96.7333,Thi ha
631,Tiarei,PF,84.0,-17.5333,-149.3333,Le Rocher de Tahiti
632,Nargana,PA,83.12,9.4428,-78.5906,Dubbir
633,Kupang,ID,76.42,-10.1667,123.5833,Hotel On The Rock by Prasanthi
640,San Cristobal,VE,75.38,7.7669,-72.225,Pirineos
643,Wanlaweyn,SO,75.81,2.6185,44.8938,GAASHAAN HOME
647,Kerema,PG,77.02,-7.9631,145.7785,Frena Lodge
648,Trairi,BR,76.28,-3.2778,-39.2689,janelas do mar
649,Kudahuvadhoo,MV,83.16,2.6708,72.8944,Niyama Private Islands Maldives
653,Valdosta,US,85.91,30.8327,-83.2785,Courtyard by Marriott Valdosta
657,Craig,US,75.15,40.5153,-107.5464,"Candlewood Suites Craig-Northwest, an IHG Hotel"
659,Ahmadpur,IN,87.85,18.7,76.9333,Hengane (Pitashri Niwas)
660,Samarai,PG,81.88,-10.6167,150.6667,Nuli Sapi
664,Belgrade,RS,76.66,44.804,20.4651,Saruna Wellness - Hotel Park Belgrade
665,Hambantota,LK,77.97,6.1241,81.1185,Bungalow 63
666,Cedar City,US,81.57,37.6775,-113.0619,Hampton Inn Cedar City
671,Aripuana,BR,84.49,-9.1667,-60.6333,
674,Road Town,VG,86.04,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
678,Poum,NC,76.55,-20.2333,164.0167,
680,Coruripe,BR,75.06,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
681,Diapaga,BF,87.01,12.0708,1.7889,
683,Kavaratti,IN,83.3,10.5669,72.642,Hotels in Lakshadweep Islands
685,Taganak,PH,81.39,6.0833,118.3,Taganak
686,Abu Zabad,SD,88.14,12.35,29.25,حامد محمد نور
688,Virginia Beach,US,79.03,36.8529,-75.978,Hilton Virginia Beach Oceanfront
690,Baherden,TM,82.8,38.4362,57.4316,
693,Palm Coast,US,86.09,29.585,-81.2078,Hammock Beach Golf Resort & Spa
694,Gazojak,TM,80.78,41.1875,61.4036,
695,Nishihara,JP,80.65,26.1842,127.7558,Minshuku Agaihama
697,Pochutla,MX,87.82,15.7432,-96.4661,Hotel Posada San Jose
698,Fallon,US,77.45,39.4735,-118.7774,Best Western Fallon Inn & Suites
699,Yajalon,MX,84.02,17.2333,-92.3333,
704,Sikandarpur,IN,85.96,26.05,84.05,Hardev Baba Kothi
708,Beyneu,KZ,83.39,45.3167,55.2,NUR
709,Guilin,CN,75.31,25.2819,110.2864,Grand 0773 Hotel
712,Bosaso,SO,87.26,11.2842,49.1816,Red Sea Hotel
714,Tocache,PE,83.28,-8.1842,-76.5125,Residencial JATER
716,Gorgan,IR,75.16,36.8387,54.4348,Khayyam Motel
718,Manzanillo,CU,88.92,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
